acn,summary,primary_problem,rationale,text,group
1298211,A controller reported that the FUSION radar system generated multiple erroneous conflict alerts by continuously tagging an aircraft in conflict with its own beacon code. The controller noted that these ghost targets are a recurring software and hardware issue that distracts from critical tasks.,atcequipment/navfacility/buildings,"This report is classified as ATC Equipment / Nav Facility / Buildings because it centers on an ARTCC/TRACON automation failure where the ATC radar software generated false alerts. This explicitly fits the ""Radar and display failures"" and ""phantom primary targets on radar"" repeating issues in the reference guide. It is not classified as Software and Automation because the failure resides within the ATC facility's ground-based radar tracking systems, rather than an aircraft's onboard FMS or EFB software. It is not Human Factors because the controller correctly identified the system error rather than making a cognitive mistake.",Narrative 1 - 'The controller received multiple conflict alerts over a period of ten minutes. The aircraft was squawking 2244; and the tagged target conflicted repeatedly with a 2244 beacon code in close proximity. Company confirmed that the aircraft was ADSB equipped. These types of conflicts are a recurring issue and have increased in number since the introduction of FUSION. Erroneous conflict alerts (i.e.; aircraft conflicting with themselves) are distracting to controllers and may draw attention and resources away from more important tasks; causing potential safety hazards.Update MEARTS software and/or hardware to reduce or eliminate erroneous conflict alerts.',atcequipment/navfacility/buildings
1292549,"A controller was unable to track an IFR aircraft because the local radar equipment failed to pick up the aircraft's transponder, despite other nearby facilities receiving it clearly. This equipment limitation forced the pilot to cancel IFR and created a hazardous ""tunnel vision"" situation for the controller.",atcequipment/navfacility/buildings,"This fits ATC Equipment / Nav Facility / Buildings because the core issue is a physical failure of the ATC facility's radar receiver site to detect a valid transponder signal. This matches the ""Radar and display failures"" and ""transmitter/receiver site failures"" criteria. It is not classified as Aircraft because the transponder was functioning correctly and visible to other facilities. It is not Staffing because the issue was broken equipment, not an excessive workload or lack of personnel.",Narrative 1 - 'The BFL radar equipment could not pick up the aircraft's transponder. I told the pilot he would need to be routed via non radar route (which would have added time to his flight) or he could cancel IFR. The pilot canceled IFR and I tried to provide flight following using a primary target. Please note that both Fresno Approach and Los Angeles Center could see the aircraft's transponder.I recommend replacing the radar and equipment with 'NextGen' technology. This has been a constant problem and even more dangerous since we are limited to one beacon channel. When BFL equipment cannot pick up an aircraft's transponder; it causes 'tunnel vision' and makes it more likely a controller will miss providing safety advisories and services to other aircraft.',atcequipment/navfacility/buildings
2244237,"While flying over a restricted area, an aircraft's GPS and transponder failed, and multiple warning lights illuminated. ATC confirmed that military testing was occurring in the restricted area, causing the localized GPS interference.",atcequipment/navfacility/buildings,"Based on the updated reference guide logic, this is classified as ATC Equipment / Nav Facility / Buildings because the event was caused by external GPS jamming and signal interference during military testing rendering the navigation infrastructure unusable. This maps directly to the ""GPS jamming / GNSS outages"" repeating issue. It is not Environment - Non Weather Related because the electromagnetic interference specifically targets navigation facility reception rather than physically interacting with the aircraft (like a bird or drone). It is not Aircraft because the aircraft's internal systems were working perfectly but were starved of external signals.",Narrative 1 - 'GPS overhead light illuminated; transponder fail light and GPS-L invalid message in FMC over a restricted area. Executed the QRH procedure and informed ATC. ATC verified that they were receiving ADS-B signal and transponder information. Aircraft navigation was accurate on one GPS.ATC relayed that the restricted area was conducting tests. GPS light extinguished after about 30 minutes. Inertial Reference System (IRS) light illuminated on recall before descent. Wrote up discrepancy in the logbook. Cause: ATC update NOTAMs or sector broadcast live testing.',atcequipment/navfacility/buildings
1612878,"An air traffic controller attempted to resolve a converging traffic conflict between an IFR and a VFR aircraft but was delayed because the facility's Rapid Deployment Voice Switch (RDVS) communications equipment repeatedly failed. The controller eventually managed to use the system to issue a climb, narrowly avoiding a loss of separation.",atcequipment/navfacility/buildings,"This is classified as ATC Equipment / Nav Facility / Buildings because the primary hazard was the malfunction of the ATC facility's internal RDVS communication hardware, preventing critical inter-sector coordination. This maps perfectly to the ""Communication facility gaps"" and ""ATC equipment"" failures detailed in the reference guide. It is not Staffing, because although the controller was busy, the specific point of failure was the physical communication switch rather than an overload of personnel. It is not Procedure because the controller attempted to follow proper coordination rules but was thwarted by broken hardware.",Narrative 1 - 'I was working the combined high sectors during moderate traffic with a higher demand for services. Prior to taking the position; there was a VFR aircraft (Aircraft Y) doing survey work on east-west lines. For its mission; Aircraft Y insisted on being VFR at 5;000 feet (IFR altitude). Aircraft Y's route of flight took the aircraft in and out of DAB and F11 airspace. DAB was in communication with Aircraft Y; while F11 had taken a point out.I noticed that Aircraft Y's route flew near CORLL; which is located on the CORLL1 STAR. This STAR uses 5;000 feet as the only available delivery altitude from DAB handing off to F11 per LOA. The CORLL1 is used by many aircraft inbound to SFB.Several days prior; most of DAB communications systems went offline or experienced difficulties. Many of the RDVS (Rapid Deployment Voice Switch) units at several positions experienced malfunctions. These outages severely limited the RDVS in its ability to select frequencies and communicate via hot-line and shout-line. The issues were never resolved; I suspect the government shutdown played a role in the amount of time taken to address and correct the issue.As I was working the needs of other aircraft around my airspace; I scanned to the southern portion and noticed that Aircraft Y was working west toward CORLL level at 5;000 feet. At the same time; Aircraft X was southbound on the CORLL1 arrival level at 5;000 feet. It appeared the aircraft were going to be in conflict at the same altitude and fix. I intended to resolve the issue by coordinating a different heading or altitude for Aircraft X. I tried to key up the F11 shout-line on the RDVS; but the equipment failed to function. I tried once more with the same result. At the time; the Aircraft X was near DIGGR; north of CORLL. I tried a third time to use the shout-line when it finally functioned. I was able to get a lower altitude for Aircraft X; and also issued a climb to Aircraft Y. I had called traffic to both aircraft; and they each got each other in sight.Even though this event would not be considered significant; and did not result in any loss of separation; I find it to be very significant because of the equipment issue. I was in a situation where I needed my RDVS to be reliable because I wanted to coordinate with another facility quickly; and it failed me twice before finally working.If the RDVS would have continued to fail; my only other options would have been to: 1) Issue a climb and turn to Aircraft Y. Being a C172; I feel the performance of the aircraft would not be an ideal solution.2) Issue a descent and/or turn to Aircraft X. Again; without coordination; this is not an ideal solution as the aircraft would have been entering F11 airspace into traffic conditions unknown to myself. I would recommend that any issues with communications equipment be given priority and be fixed immediately; as it is essential to our jobs as Air Traffic Controllers. I also feel that Aircraft Y should not have been allowed to work VFR at an IFR altitude; especially in close proximity to a busy arrival route. I am not sure of the circumstances of the approval; as it happened before I took the position. Another example; the emergency jack at our West Sector (W) has been broken for months now without being repaired.',atcequipment/navfacility/buildings
1359117,"While holding short of a runway, multiple flight crews missed their takeoff clearances because the Tower controller was transmitting on a broken frequency setup, broadcasting on one frequency but only listening on another. The issue was resolved when the aircraft switched to the correct secondary frequency listed at the end of the ATIS.",atcequipment/navfacility/buildings,"The ATC Equipment / Nav Facility / Buildings label applies because the core issue was a malfunction or misconfiguration of the ATC facility's radio transmitter/receiver systems. This directly aligns with the ""Frequency / radio outages"" and ""transmitter/receiver site failures"" repeating issues. It is not classified as Human Factors because the missed clearances were the result of a physical radio equipment failure rather than pilots simply not paying attention. It is not Procedure because the primary hazard was the technical failure of the tower's communication infrastructure, even if a NOTAM existed.",Narrative 1 - 'We were told by ground to pull up and hold short of runway 5L then monitor tower. We did. On the tower frequency for 5L; short of 5L; we could hear the tower transmissions. Tower gave us a takeoff clearance. I responded and we taxied onto the runway. After we crossed the runway hold short line; tower gave us the clearance again. I responded a second time. He then stated; I can see you moving but can't hear you and instructed to begin takeoff roll or exit the runway.We taxied off the runway without ever powering up the engines to a takeoff setting. Once clear; we switched back to ground and the radios worked fine. Ground gave us the tower freq for runway 5R and to again taxi up to and hold short of 5L. We switched and tower could now hear our transmissions. Holding short of the runway a second time another aircraft ended up with the same issue and was given a takeoff clearance; but tower could not hear their response.Tower then instructed them to change frequencies to the 5L frequency which was the inoperative frequency for transmitting to tower. I corrected tower that 119.3 was the frequency we were on when we had that same experience and suggested he advise the aircraft to switch to 127.45; the 5R frequency. The other aircraft switched frequencies and proceeded to takeoff. We waited a few minutes and then completed our takeoff and flight. Once enroute; we back tracked the digital departure ATIS and on the last page it stated to use 127.45 to contact tower. The controller was just simply transmitting on both frequencies; but only listening to one and both aircraft must have missed the NOTAM in the departure ATIS on the last page.',atcequipment/navfacility/buildings
1771218,"During a visual approach, an aircraft's autopilot pitched the nose down excessively to follow a false, erroneous glide slope signal from the ILS. The First Officer disconnected the autopilot and leveled off after receiving a low altitude alert from Tower.",atcequipment/navfacility/buildings,"This incident is classified as ATC Equipment / Nav Facility / Buildings because the root cause was a faulty ILS signal from the ground navigation facility. This is explicitly covered by the ""ILS / glideslope anomalies"" and ""false or unreliable glideslope signals"" repeating issues. It is not classified as Aircraft because the aircraft's autopilot was correctly following the data it received; the error originated from the external navigation facility. It is not Software and Automation because it was a physical signal anomaly rather than an FMS navigation database error.",Narrative 1 - 'Visual Approach with both autopilots on; (CAT III showing) at approximately 3;000 feet aircraft excessively pitched nose down approximately 7-10 degrees following a false glide slope. Pilot flying (First Officer) disconnected the autopilot and leveled off at 2;000 feet as Tower called a low altitude alert. The aircraft glide slope recovered and showed a correct indication from the final approach fix to touchdown.  was written up and documented after shut down. Aircraft did not descend below 2000 feet prior to the final approach fix. Final Approach Fix altitude is 2;000 feet.',atcequipment/navfacility/buildings
1602878,A local controller observed a false target on the ASDE-X surface radar that improperly tagged a city operations vehicle with the callsign of a departed aircraft. The controller noted that these recurring ghost targets create significant safety risks during low-visibility operations.,atcequipment/navfacility/buildings,"This is classified as ATC Equipment / Nav Facility / Buildings because the primary issue is a software or hardware failure within the ATC facility's ASDE-X surface movement radar. This exactly matches the ""ASDE-X / surface automation errors"" and ""phantom primary targets on radar"" repeating issues in the reference guide. It is not classified as Airport because the hazard is a failure of the ATC tracking equipment, not a physical deficiency of the airport pavement or lighting. It is not Equipment / Tooling because the vehicle itself did not malfunction; the radar system tracking it did.",Narrative 1 - 'While working the Local Control position during the night time session; I noticed a call sign of an aircraft; moving along the center taxiway in between runways. I looked and observed that it wasn't an aircraft that matched up with the target. It was a vehicle. A discussion ensued between myself and a supervisor regarding the previous events concerning false targets popping up on the ASDEX [Airport Surface Detection Equipment; Model X] matching up with a previous departure. The target would end up being a city ops vehicle patrolling and carrying out their regular duties.  We've also noted that when it has occurred on other occasions; the educated guess was that the city ops vehicle was holding somewhere west of taxiway hotel in the dirt when the false target began to float across the ASDEX. On this particular occasion; the target didn't just float across the screen; it actually tagged up with the city ops vehicle and continued to keep the tag of Aircraft X. The Supervisor directed me to ask the city ops vehicle to turn off their squitter for 1 minute and to then turn it back on. The city ops vehicle complied and the Aircraft X tag remained attached to the vehicle. The only time the tag disappeared from the vehicle was when the city ops veered off into the safety area to avoid exiting aircraft who just landed. While the vehicle drove east along Taxiway Hotel; the Aircraft X tag remained connected to the vehicle. The obvious safety issue is when the weather is not VFR and we aren't able to confirm the immediate identity of the false target. I recommend the active investigation on the matter to determine whether it's a software; hardware; or any other type of issue that is causing these false targets. Maybe it's a city ops squitter issue and not an ASDEX issue.',atcequipment/navfacility/buildings
1948351,"An air traffic controller suddenly lost all radio communication with a departing aircraft because both the main and standby frequencies went down without warning or notification. The controller had to scramble to find an alternate frequency to contact the aircraft, which had descended close to the Minimum Vectoring Altitude (MVA).",atcequipment/navfacility/buildings,"This report falls under ATC Equipment / Nav Facility / Buildings because the inciting event was a total failure of the facility's primary and standby radio transmitters. This aligns perfectly with the ""Frequency / radio outages"" and ""transmitter/receiver site failures"" criteria. It is not classified as Procedure, despite the lack of notification about the outage, because the immediate safety hazard was the sudden physical loss of the communication equipment. It is not Airspace Structure because the MVA violation was a secondary result of the loss of radio contact rather than a built-in structural flaw.",Narrative 1 - 'I departed Aircraft X off of ZZZ with ZZZZZ as the next fix. I radar identified them and turned them to ZZZZZ and told them that I would climb as they made the turn due to the ZZZ1 arrivals. We were in radio communication at this point; and she took the turn. I went to climb her to 10000 ft. and she didn't respond. They were getting close to the 2500 ft. MVA so I did the low altitude alert and continued trying to get a hold of them. The Flight Data Controller came over to help as I continued to issue the low altitude alert and tried Guard to get a hold of the aircraft. I then plugged into the Orange jack after I heard the aircraft try to get a hold of me and I could not speak back to them. My handoff turned on the e frequencies and I unplugged from the orange jack and tried the e freq which is when I got them. The aircraft was at 2000 ft. in a 3800 ft. MVA. I immediately issued the low altitude alert for approximately the 4th time and climbed them. They advised me they had terrain in sight and I told them to maintain their own terrain and obstruction avoidance and continue the climb. We had a conversation about what happened and the Pilot and Co Pilot told me they tried to get a hold of me twice; which I heard both times; but they could not hear me at all. They added that if they had not gotten a hold of me when they did they would have initiated a climb on their own and had run this exact scenario in a SIM lab recently. We were told after the whole thing happened that my main and standby frequencies were posted out at that time and no one told us and it was not posted on our [form]. XXX.XX is a major frequency at Tracon and the most important in our area. The fact that we were never told it was going out and it wasn't posted is absolutely dangerous to anyone flying in the ZZZ2 area. This was an avoidable accident and I hope the reason the outage was never relayed to us is uncovered and new procedures are put in place because it can never happen again',atcequipment/navfacility/buildings
2036459,"An aircraft descending via an arrival procedure experienced traffic conflicts with unknown VFR aircraft entering the ILS approach path, leading to TCAS alerts. The pilot recommended expanding the local Class C airspace to protect final approach courses from non-participating VFR traffic.",airspacestructure,"This is classified as Airspace Structure because the primary issue is the structural design of the airspace, which places active IFR approach paths in close proximity to uncontrolled VFR traffic areas. It fits the ""VFR/IFR conflicts from airspace design"" repeating issue. It is not classified as ATC Equipment because no radar or facility failed, and it is not Procedure because the VFR aircraft was acting legally within the existing airspace rules.",Narrative 1 - 'Aircraft X descending via BRACKEN Arrival into RND. Two airports are just outside of SAT Class C airspace and are on the final approach to RND. This is an area of constant traffic alerts and TCAS events due to non participating aircraft climbing into ILS traffic landing RND. This unknown Aircraft Y was a primary only on RADAR; on the localizer path to Runway 15L at approximately 3;000 feet which is the same altitude for the ILS approach in that area. Traffic was issued 2 times approximately 7 miles apart and then again about 3 miles apart. Aircraft X reported the aircraft in sight and advised it appeared to be Aircraft Y approximately 200 feet below him. At this time Aircraft X was at 3100 ft. or 3200 ft. but should have been at 3000 ft. but due to traffic was not at assigned altitude. Suggestion: San Antonio needs a larger airspace to encompass the very closely spaced and congested airspace around San Antonio and RND which by flight operations is the busiest air force base in the US. Dodging unknown VFR traffic while trying to run simultaneous ILS approaches is not safe; especially in the case where they don't even have an operating transponder and are operating on the localizer at the altitude for the approach. Final approach courses should be protected from non participating aircraft.',airspacestructure
1632516,"While flying an RNAV approach, a flight crew received a TCAS RA commanding a climb to avoid maneuvering VFR flight training traffic near a VOR. The crew safely resolved the conflict and noted that the airport's airspace is becoming increasingly congested, suggesting improved charting or outreach to local flight schools.",airspacestructure,"This report is classified as Airspace Structure because the root problem is the airspace layout that structurally places IFR arrival traffic in direct conflict with high-volume VFR flight training areas, leading to a TCAS RA. This aligns with the ""VFR/IFR conflicts from airspace design"" pattern. It is not classified as Chart Or Publication; although the pilot requested a chart note, the underlying hazard is the physical airspace usage and structural overlap of traffic.",Narrative 1 - 'On the RNAV RNP Z RWY 05 Approach in visual conditions; SEA Center advised two targets maneuvering around the DSD VOR. One aircraft was no factor and clear; the other aircraft he said would present an issue. Neither [aircraft] seemed to be talking on the frequency. As we kept descending on the approach; near WONEK which is near the DSD VOR; we got the TCAS RA commanding a climb to avoid traffic off the left; maneuvering. After clear of conflict; we reestablished on the glide path outside the FAF; and landed in visual conditions.RDM is getting more chaotic with the increased flight training and air carrier operations. A note on the airport information chart would be appreciated about flight training. Also; maybe an outreach to the flight school advising them that if RDM is landing 05 and 29; be vigilant and be required to monitor SEA Center (128.15) if maneuvering near the DSD VOR.',airspacestructure
1567505,"A Temporary Flight Restriction (TFR) boundary overlaps with the only flight-tested IFR departure fix for an airport, forcing pilots to depart VFR and climb to the minimum vectoring altitude before picking up IFR clearances. The reporter notes this airspace configuration essentially denies IFR access in IMC conditions and advocates for flight testing new departure fixes outside the TFR ring.",airspacestructure,"This is Airspace Structure because the incident highlights a physical conflict between a TFR boundary and the published instrument departure routes, effectively blocking IFR departures. This aligns with the ""TFR structure / special use airspace conflicts"" repeating issue. It is not classified as Chart Or Publication because the charts are factually correct; rather, the physical airspace structure itself creates the operational barrier.",Narrative 1 - 'The TFR in place at Bedminster; New Jersey places airport 47N within the 30NM ring. This; of course; requires pilots to be on an IFR flight plan or have a VFR flight plan on file; and have a transponder code and communication with ATC. For those of us who operate at this airport; we have been told by ATC that we are unable to depart IFR; unless able to climb in VMC to the Minimum Vectoring Altitude (MVA) of 2000 ft. We have been told that the reason for this is that SBJ VOR is the only IFR departure fix that has been flight tested for this airport and SBJ is within the 10NM 'no fly' ring of the TFR. This restriction is causing undue burden on the pilots wishing or needing to depart in IFR conditions from 47N. This restriction is effectively denying access to the flying public from using their own tax-payer-funded public ATC system. With the vagaries of weather reporting; this restriction is potentially encouraging unsafe practices by encouraging pilots to depart in marginal conditions in order to pick up and continue on their IFR flight plan. Anecdotally; I understand that there are other nearby non-towered airports where this same problem exists. The solution to this is to flight test one or more additional departure fixes that lie outside the 10NM TFR ring.',airspacestructure
1396857,The reporter filed an extremely brief narrative stating only that a near mid-air collision occurred.,airspacestructure,"This incident is classified as Airspace Structure as it involves a near mid-air collision, which is frequently the result of structural airspace design flaws, VFR/IFR corridor overlaps, or poor traffic pattern design. It is not classified as Human Factors or Procedure because the extremely brief narrative provides no evidence of pilot error, SOP non-compliance, or specific handling mistakes.",Narrative 1 - 'Near mid air collision.',airspacestructure
1397226,"After departing an airport under IFR, a flight crew experienced two consecutive TCAS RAs from VFR traffic transitioning through a nearby Special Flight Rules Area. The pilot attributed the conflicts to ATC releasing IFR departures directly into a busy VFR corridor where structural airspace overlapping creates chronic hazards.",airspacestructure,"This is classified as Airspace Structure because the primary hazard is the geographic design that routes IFR departures directly adjacent to or through a busy VFR Special Flight Rules Area, triggering the RAs. This fits the ""Airspace design issues at boundaries"" theme. While ATC vectoring played a role, it is not primarily Staffing or Procedure because the root issue is the inherent structural conflict built into the departure path.",Narrative 1 - 'Departing Runway 25 at HHR airport; we received our routine IFR clearance instruction to turn left heading 205 and to climb and maintain 3;000 feet. After taking off Runway 25; we complied with our initial turn & climb; and prior to handoff from HHR TWR to SoCal Departure; TWR adivsed us of traffic at 3;100 feet that was exiting the Los Angeles Bravo Special Flight Rules. I; the PIC; checked in with SoCal Departure and advised them that the aforementioned traffic was in-sight as the TCAS RA activated. Shortly after checking-in; and before SoCal TRACON (SCT) had a chance to give us a new vector; we elected to turn left; to avoid the traffic; on a southerly heading as we were traveling much faster than the other aircraft. With the traffic now behind us; SCT vectored us to a 090 heading and to 'climb and maintain 6;000 - reference that traffic.' As we roll out on a 090 heading and initiate the climb to 6;000 feet; the aircraft TCAS activated a second RA.  Confused because in our minds the traffic was now well behind us; we complied with the RA. Only then we realized that the second RA had been activated due to a completely different traffic (coming from the west); that was coming at a nearly head-on path towards us.  Shortly thereafter; SCT gave us a turn to the NW; and 'direct LAX VOR.'  At this point; we were clear of all traffic.  We experienced 2 RAs; from two different aircraft within a minute or so shortly after being IFR released and during initial climb out of HHR.It appears to me that SCT should not have released us out of HHR at that time. With traffic exiting the Los Angeles Special Flight Rules south of the LAX complex; our initial climb and heading put us very near that busy VFR corridor/route.  Also; it seems to me that some momentary confusion; loss of situational awareness or maybe task saturation caused ATC to give us a 090 heading that was in apparent direct conflict with a second VFR traffic coming from the West. SoCal is a busy airspace and looking outside the window is the only sure way to avoid traffic during VMC days; even when on an IFR flight plan. However; IFR departure releases should never be rushed to the point where loss of separation could become an issue.',airspacestructure
1870335,"During an RNAV GPS approach, the aircraft's instruments displayed an erroneous vertical path indication showing the aircraft was significantly below the proper glide path. The crew acquired the airport visually and manually flew below the indicated VNAV path to safely land, noting that remaining on autopilot would have resulted in a missed approach.",airspacestructure,"This report is classified as Airspace Structure because the erroneous vertical path indication stems from a poorly designed instrument approach procedure or an issue with the structural design of the RNAV glidepath itself. This aligns with the category's inclusion of ""poorly designed procedures."" It is distinct from Software and Automation as the event is logged as an approach design flaw rather than an FMS software crash or database omission.",Narrative 1 - 'During RNAV GPS approach Runway 27R to Chicago; aircraft had erroneous path indication showing almost full scale below. Acquired airport visually and flew below VNAV path to require proper glide path.  And we flown aircraft using auto pilot in the VNAV; I missed approach would've been required.',airspacestructure
1528873,"A VFR pilot operating below Class B airspace observed an inbound airliner at the same altitude, prompting a route deviation to avoid conflict. The reporter highlights a structural flaw in the airspace design that allows uncontrolled VFR aircraft to share altitude with heavy IFR traffic established on the ILS approach, advocating for airspace boundary modifications.",airspacestructure,"The classification of Airspace Structure applies because the incident emphasizes a geometric vulnerability where Class B and C boundaries do not adequately protect IFR final approach courses from VFR traffic. This directly matches the ""Airspace design issues at boundaries"" repeating issue. It is not classified as Procedure because both aircraft were operating legally according to current airspace rules, confirming the hazard is built into the airspace itself.",Narrative 1 - 'I departed so as to remain clear of FLL Class C airspace and below floor of MIA Class B airspace. An airliner was observed approximately 10 miles west of FLL inbound to FLL below the normally observed altitude of airliners inbound to FLL. The recent addition of ADS-B allowed timely visual observation of the traffic and we altered our route in a normal fashion without incident. There were several VFR aircraft in the area. I do not believe any FAA regulation were violated. This report is being filed to point out an area of potential hazard that could be addressed by modifications to the MIA 'B' &/or FLL 'C' airspace(s).I believe aircraft departing/arriving the area to or from the northwest should not be allowed to become possible conflicts with ILS Inbounds TO FLL. There exists an area 10 to 15 miles west of FLL where VFR aircraft can operate at the same altitude as aircraft established on the ILS approaches and no ATC clearance is necessary. Another area of concern is the portion of MIA Class B airspace 15 miles west of FLL where FLL ILS arrivals can be at 2500 feet and other inbounds are descending below the 4000 foot floor of the MIA Class B airspace and also into the previously mentioned Class E airspace when only see and be seen VFR flight rules are providing separation of aircraft established on published final approaches that are heavily used. I would like to see modifications as needed to provide a sterile protected environment to FLL instrument inbounds. Generally the inbound aircraft over 20 miles are of sufficient height to lessen the conflicts but when establish on the final I believe extra protection is warranted.',airspacestructure
1495148,"An aircraft on final approach received a TCAS RA and was forced to go around due to unknown VFR traffic transitioning through the Class Delta airspace in the opposite direction. The controller noted that the VFR aircraft was legally allowed to converge with the final approach course without altitude restrictions, concluding that a Class C airspace upgrade is needed.",airspacestructure,"This incident is classified as Airspace Structure because the root problem is the insufficient protection provided by the Class Delta airspace boundaries, which structurally allow VFR aircraft to conflict with IFR arrivals. This perfectly aligns with the recommendation for ""Class B/C upgrade to resolve chronic conflict"" detailed in the reference guide. It is not classified as Procedure because the VFR transition was legally permitted under the current structure.",Narrative 1 - 'Aircraft X was on final approach landing LGB. Unknown VFR traffic was transitioning through LGB Class Delta climbed to 1500 feet opposite direction just north of the final approach course. I issued a traffic alert to Aircraft X who promptly reported the traffic in sight. A mile later; they reported that they were responding to a TCAS/RA climbed to 3000 feet and were sent around. The VFR target later went through SNA airspace and I had them issue the brasher. The LGB Tower Controller was talking to the unknown VFR target but let them fly opposite direction in close proximity to the final approach course. They called traffic but let the targets converge and terminated communication with the VFR aircraft instead of giving them a frequency or ensuring that he would not be a factor. LGB needs a Class C Airspace or at least better VFR departure procedures.',airspacestructure
1662800,"While flying an RNAV approach and maintaining visual contact with reported traffic, a flight crew experienced a TCAS RA as the other aircraft encroached on their flight path. The crew disconnected the autopilot, executed a manual climb, and then completed a visual approach after determining the traffic was no longer a threat.",airspacestructure,"This is classified as Airspace Structure because the event centers on a TCAS Resolution Advisory (RA) triggered by conflicting traffic operating in structurally tight or converging airspace during an approach. It corresponds directly to the ""TCAS / Resolution Advisory (RA) events"" sub-category. It is not classified as Human Factors because the crew maintained visual contact and responded appropriately to the RA without committing a handling error.",Narrative 1 - 'Cleared for the RARYO at or above 3;000 feet with straight in RNAV 34L approach. Traffic reported by ATC and we reported traffic in sight to ATC. After sequencing RARYO in descent traffic in-sight was near our track and ATC advised and asked if we would like to continue. With traffic in sight and not in conflict; visually continued straight in to Runway 34L. Traffic encroached our path and initiated an RA. Autopilot was disconnected and flew manually to climb 200 to 300 feet; then followed by a level off. Report of RA was made to ATC. ATC asked if we were able to continue with the Visual Approach. Decision was made to continue with the Visual Approach with traffic in sight and being non-issue with associated traffic. Tower cleared us to land and landed 34L. Selection of TA in the MCDU versus TA/RA while on final approach with traffic in sight.',airspacestructure
1474489,"An approach controller managing combined sectors had to vector an arriving IFR aircraft off the localizer to avoid a non-communicating VFR aircraft tracking outbound near the final approach fix. The controller expressed deep concern that the airspace design allows VFR aircraft to transit a narrow, busy corridor without ATC communication, creating chronic and severe safety hazards.",airspacestructure,"This report falls under Airspace Structure because the primary safety issue is a structurally flawed VFR corridor that allows non-communicating traffic to legally mix with IFR arrivals near the final approach fix. This fits the ""VFR/IFR conflicts from airspace design"" pattern perfectly. While the controller was working combined sectors, it is not labeled Staffing because the explicit hazard identified is the physical airspace design and the lack of a mandatory communication boundary.",Narrative 1 - 'I was working arrival sectors combined. It was a busy and complex session with numerous BFI arrivals; lots of VFR targets; practice approaches in and through my airspace. Aircraft X checked in and was descended and positioned on the downwind for the ILS into BFI. The whole session I had been observing VFR aircraft in the vicinity of the BFI approach course. As such; I was proactively scanning to avoid potential conflicts; as such had already occurred about an hour before. As I turned Aircraft X to the base leg; I saw a VFR target (Aircraft Y) just northwest of the FAF tracking the localizer outbound and issued the traffic to Aircraft X. Aircraft X was looking; but very clear about not having the traffic in sight. I elected to vector Aircraft X across the localizer until the VFR was no factor prior to issuing the approach clearance for the ILS. Aircraft X landed without incident.Closest proximity between Aircraft X and the VFR was 1.59 miles laterally and 500 feet vertically. My decision to take Aircraft X across their approach course was mainly based on the fact that VFR targets positioned like this do not typically remain 500 feet below the crossing altitude at the FAF. As such; the only way I could ensure there was no conflict was to delay the turn to final for Aircraft X. If the VFR were receiving traffic advisories from ATC; we would at least be able to restrict their altitude; or have them inform us of their intention to remain at or below an altitude that does not conflict with our arrivals to BFI.Something needs to change. The VFR aircraft are transiting a very narrow; busy corridor of airspace and are doing so without any communication with ATC. It is simply unsafe. The VFR aircraft in this area at the very least need to be in communication with ATC so that we can assign; as necessary; altitude restrictions ensuring the safety of all the aircraft involved. The solutions are not hard and while they are potentially more restrictive to VFR aircraft the bottom line is that what happens day in and day out in that airspace as it exists and operates now will eventually result in a very bad accident.',airspacestructure
1743609,"While descending on an arrival, a flight crew encountered severe wake turbulence from a preceding Boeing 767. The encounter caused a 45-degree uncommanded bank and autopilot disconnect before the crew regained control and requested an offset.",environment-nonweatherrelated,"This is classified as Environment - Non Weather Related because the explicit hazard was an encounter with wake turbulence generated by another aircraft. This aligns directly with the ""Wake Turbulence"" repeating issue within the updated reference guide. It is not classified as Weather because wake vortices are man-made aerodynamic phenomena rather than natural meteorological events. It is not Aircraft because the autopilot disconnect was a designed safety response to the external aerodynamic upset.",Narrative 1 - 'While descending on the WESAT2 arrival into FTW; we encountered wake turbulence from a Boeing 767 that was approximately 20 miles in front of us and traveling in the same direction. Our aircraft banked to the left approximately 45 degrees and our autopilot disconnected. At this point I took over the controls and righted the aircraft while still fighting more of the turbulence. After a few seconds we were offered an offset from Fort Worth Center of which we accepted and made a right turn to put us more upwind. Soon after we were cleared direct to COWTN near FTW and we exited the event.',environment-nonweatherrelated
