,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1501860,manuals,The 'Engine Limit or Surge or Stall' Non-normal checklist in the 737 Flight Manual (FM) is incomplete. After guiding the pilot to the conclusion that he/she is operating with a degraded engine; the checklist fails to direct the pilot to plan to land at the nearest suitable airport; as mandated by FAR 121.565. The lack of this direction is inconsistent with the rest of the non-normal checklists in the FM; which include this directive if such action is required; and thereby creates a situation which has led to pilots in the past to conclude that they are legal to fly beyond a suitable airport.The required action is written elsewhere. According to the FOM; 'If a degraded engine operation occurs . . . diversion is required to the nearest suitable airport; in point of time; where a safe landing can be made (FAR 121.565).' The FOM continues on to define a degraded engine: 'An engine is considered degraded any time the engine thrust is reduced as a result of an emergency or non-normal; even though it may not actually be shut down.'The required action is written in the FM as well; but only in the 'Introduction' section to the 'Non-normal Operations' chapter of that manual. According to the section titled; 'Landing at Nearest Suitable Airport'; there are five specific instances where a pilot is directed to land at the nearest suitable airport. They are: fire or smoke continues; inoperative engine; degraded engine; only one AC power source remains; only one hydraulic system remains. Of those five; a degraded engine is the ONLY malfunction which does not have the direction to land at the nearest suitable as part of the non-normal checklist. Although the required action is written in the FOM; and the 'Introduction' to Non-normal Operations in the FM; it is not included anywhere in the Quick Reference Handbook (QRH); which is the primary document used inflight when performing a non-normal checklist. 'QRHs… (Preclude) the need to refer to the FM during non-normal situations.' Without a complete checklist; the required action becomes a memory action item. According to the FM; memory action items are written on the front cover of the QRH. This one is not.The FM assures the pilot that 'Non-normal checklists start with steps to correct the situation. If needed; information for planning the rest of the flight is included.' The requirement to land at the nearest suitable airport is needed information for planning the rest of the flight; and is absent.This is not an imagined threat. Years ago an incident involving this exact scenario on the 757 led the leadership to determine if the mistake of continuing beyond a suitable airfield with a degraded engine was an error unique to one crew; or if there was a lack of knowledge of the correct action required among the entire 757 pilot group. After sampling the 757-line pilots' familiarity of this subject; during training and checking events; it became evident that a lack of knowledge in this area did exist; and a remedy was needed. The 757 Fleet; in concert with the FAA; made 'Degraded Engines' a required 'Hot Topic' briefing item; and a line was added to the 757 checklist; which dealt with compressor stalls. It is my understanding that presently the 757 Fleet is the only fleet whose degraded engine non-normal checklist includes the direction for the pilot to plan to land at the nearest suitable airport.Without clear direction in the checklist to land at the nearest suitable airport when operating with a degraded engine; the cockpit conversation sounds like this:Pilot 1: ''Engine Limit or Surge or Stall' Checklist is complete.' Pilot 2: 'Complete? Did it say anything about planning to land at the nearest suitable airport?'Pilot 1: 'Nope.'Pilot 2: 'Well; if it was required; the checklist would have said so; so I guess we can continue on. Let's plan on landing somewhere where the passengers have some chance of catching other flights to their destination while this plane getsfixed.'Pilot 1: 'Sounds like a great idea.'By adding just one line of text to the checklist; this conversation will never happen; resulting in a safer and FAR compliant operation.,
1505027,manuals,There were two other AMT's and a QA Inspector on or at the aircraft. I took the task of being the monitor AMT and the other two AMT's were the task AMT's. We were assigned the task of putting the left over wing exit hatch back into a serviceable condition. This included re-arming the emergency escape system. Initially [the] steps were confusing to me. I had to re-read them several times; eventually I became frustrated with what I interpreted them to be. Having said that I now know that I made a mistake by not continuing to be the monitor of the task. At the time of the incident I felt that I had interpreted the point the paperwork was trying to convey to me. I then let my mechanical experience take over and proceeded to do what I felt should have been done to complete the task within the intent of our assigned referenced task.,Myself and two other AMT's were assigned to this aircraft to re-arm the over wing escape hatch. The slide work card had some confusion with regards to arming of the slide. When the battery was attached to cannon plug to activate battery the slide deployed.
1505323,manuals,My lead gave me a gate call with a report of a high engine vibration on Number 1 Engine on [the] aircraft. Once I was at the gate; my lead radioed me and asked me to do a data read and see what the Low Pressure Turbine (LPT) readings were for the last three flights. I found the last three flights to show vibrations of 3.27; 3.83; and 3.47. My lead explained that there is a Job Card that would allow us to document these figures and allow a Fan Trim Balance to be performed at the next Maintenance RON (Routine Overnight). I returned to the shop and showed these figures to my Lead. He said those numbers are below 4.0; which I agreed knowing that any vibration below 4.0 is considered in service per the AMM (Aircraft Maintenance Manual). While at the shop; I stopped to speak with my Supervisor and asked him if he would help me with the Serviceable Part Tag X Non routine card because I haven't had much experience with a Serviceable Part Tag X. He said he would and discussed how to sign off the logbook so that he log page and non-routine would be 'tied together'. I returned to the gate; signed off the log page; and returned to the shop to complete the Serviceable Part Tag X and call Maintenance Control.I sat down in the Supervisor's office and with my Supervisor; we proceeded to fill out Serviceable Part Tag X. A Serviceable Part Tag X was required by the Job Card statement of 'fill out a non-routine card to document the Fan Trim Balance to be performed at the 'next Maintenance RON.' Once we had the Serviceable Part Tag X filled out; the Supervisor and I were wondering if this would be a Maintenance note or what we should circle in the resolution type. I called Maintenance Control. I told the Maintenance Controller that the aircraft was a good aircraft and that we performed the data reading and completed the Job Card task card. He said he would return the aircraft to service. The Maintenance Controller asked me to 'scan all the paperwork and send it to him because the Aircraft is due to RON tonight and he would forward the paperwork to engineering to ensure it would be put on the RON paperwork for Maintenance that night.' I asked them about the Serviceable Part Tag X non-routine card and the resolution type. I asked them 'should this be a Maintenance Note because of the RON tonight?' He said no and I asked him; should it be a Left Turbine (LT) Limited Deferral? They said no and said to circle PL/Dent. I circled PL/Dent and scanned the paperwork to them; my supervisors and Records. The next day I asked what Maintenance found on the Fan Trim Balance? They said he didn't know but that the aircraft was not out of service. So; I didn't pay it any further attention until about mid shift today; when a Supervisor came to me and said that they were stopping [the] Aircraft because of the vibration and the overflying of the 'at next Maintenance RON' requirement was not completed by the overnight Maintenance. I asked the Supervisor how that happened and they explained to me that I didn't complete a Serviceable Part Tag Y for a LT Limited Deferral along with the Serviceable Part Tag X. After further discussion; it appears that I should have completed a Serviceable Part Tag Y for the LT Limited Deferral because a LT Limited Deferral cannot be documented on a Serviceable Part Tag X non-routine card.Per our Procedure Manual; the next maintenance visit should be 8 days. So; my question is; if I had completed the Serviceable Part Tag Y and deferred the Serviceable Part Tag X card like I should have; and deferred the Serviceable Part Tag X for up to 8 days; how did the Fan Trim Balance procedure really overfly? By the Job Card statement; it did because nothing was done by the overnight crew; but the Serviceable Part Tag Y would still have 5 days left. I feel the statement on the Job Card is misleading and confusing because it asks for a Serviceable Part Tag X non-routine card. Shouldn't the Job Card just ask for a Serviceable Part Tag Yknowing that the next maintenance visit is within 8 days? I also believe that the Job Card and the Procedure Manual really don't tie together on the time definition of 'next Maintenance RON' it could be anytime between 1 to 8 days and if it is less than 6 days then shouldn't it be documented on a Maintenance Note? I would [recommend] correcting the Job Card statement to say; document the performing of the Fan Trim Balance to be at the next Maintenance RON on a Serviceable Part Tag Y or document the performing of the Fan Trim Balance to be at the next Maintenance RON on a Maintenance Note which is 6 days or less. I also would ask for a quick reference guide or something similar for filling out the Serviceable Part Tag X and Serviceable Part Tag Y. Because on Line Service you rarely use the documents and having a quick reference to use would really help when you do need to fill a Serviceable Part Tag X or Serviceable Part Tag Y out.,
1507525,manuals,A Cessna Caravan; not in radar coverage; was [getting] handed off to me from a Center Sector 10 [at] 11;000 feet direct to the KSGU airport on a random route. I attempted to contact the Center sector about the aircraft as they were going through several areas of high terrain and many active military use airspaces. There wasn't an answer. Eventually they contacted me. I told them I could not take the aircraft because he was non-RADAR on a random direct route where no points on his path were displayable on my scope.The controller became agitated and asked me how he could fix it. I didn't have an answer; at that point; the rule had already been broken and I wasn't sure how he could fix it. He then got even angrier that he didn't know that he should have read the FAAH 7110.65 before he started controlling traffic; instead of asking me to explain it to him over a shout line while I was busy. I finally got the aircraft; not in radar contact; and I knew the transferring sector wasn't going to fix it; so the safest course of action was to give the aircraft to me. I made sure the aircraft was level above the highest terrain in the area and cleared him direct to a VOR within NAVAID use limitations.,
1507658,manuals,On visual approach at approximately 1;000 ft AGL we received an Anti-Skid R Fail Level 2 Alert. We decided to do a Go-Around to troubleshoot the problem. After running the checklist to completion we requested FDP for Runway XX. We were dispatched with an MEL for the #3 Thrust Reverser INOP (along with a Fuel Pump and several other items). Additionally; the runway was reporting condition codes of 5/5/6. When I asked for the FDP for the runway being used along with the non-normal selection for no thrust reverser as well as no anti-skid braking AND those condition codes; we received an error from aerodata because it couldn't calculate the performance with those performance penalties. The landing distance chart in the Anti-Skid R Fail checklist assumes that all the Thrust Reversers are operative. We could not find a chart that gave us landing data for both anti-skid inop AND #3 TR inop. We did our best interpolation between the charts we did have and got 6929 ft required on the 10;000 ft runway.,
1511630,manuals,The MEL info for 28-6 doesn't include a fuel stick chart. It says to refer to appendix 28-6. One must get ones EFB and go to 'flying; manuals; MEL/CDL; and use the search function for 28-6. The 17th item in the search is the correct table. But be careful not to use the wrong one! Since the aircraft type is at the bottom in small font. You could easily use the [different variant] chart by mistake; while supervising the fueling process on a cold; dark; rainy ramp with EFB in hand. This process introduces a whole slew of possible human errors.,
1511676,manuals,At the gate we completed the normal preflight preparations including loading the takeoff data into the system. The runway we intended to use had a Field Condition Report that stated; 'Braking Action: 3-Medium; Surface Condition: Compacted Snow.' There was also a NOTAM for the same runway that included; 'FICON 3/3/3 20 PRCT ICE AND 80 PRCT COMPACTED SN; 20 PRCT ICE AND 60 PRCT COMPACTED SN; 20 PRCT ICE AND 60 PRCT COMPACTED SN' for the approach; middle; and departure ends of the runway respectively.We selected 3-Medium in takeoff data; loaded the data; and made a normal takeoff. Once at cruise we began a discussion of whether we should have used one of the clutter settings in the takeoff data system instead. We expected that we would quickly find guidance on the subject and did several searches on our iPads for keywords like 'clutter.' We were surprised to find very little. There were several limitations citing clutter and a definition in one or two glossaries. The most comprehensive information we found was on the Takeoff and Landing Performance Assessment (TALPA). After reviewing that card; we became convinced that we had indeed selected the appropriate setting in the takeoff data system (3-Medium) for takeoff since both ice and compacted snow fell within the Hard Pack Contaminants section of the card and none of the related settings included 'Clutter.' At that point; we began to wonder just when and how; in practical terms; we would apply the clutter settings (such as those found in the Loose Contaminants and Layered Contaminants sections). Some of the unanswered questions we raised were these: How will we know that these clutter conditions exist? Will the airport authority specifically state the nature of the contaminants and their depths on the ATIS; in a field condition report; or in a NOTAM? Will they include the word 'clutter' or must we infer it by comparing the actual conditions to the chart? If the airport authority issues a Runway Condition Code (RCC); like 3-Medium; do we use that without further inquiry?  Do we take the more conservative approach; and disregard the RCC and use the clutter setting; if conditions warrant (as it seems we should)? To what extent do our own visual observations come into play? If we see what appears to qualify as clutter on the runway; should we make that change to the takeoff data even if the airport has issued an RCC with no mention of clutter contaminants? In that case; how would we measure the depth so as to select the correct clutter setting?Maybe the answer ultimately comes down to a judgment call; taking into account all of the relevant information. Perhaps these questions and others like them have already been answered in a previous publication or manual. If so; I would certainly like to know where they are so I can review them in more detail. If such guidance has not yet been published; I would suggest that we do so; perhaps in the form of an article; a paragraph in the Winter Operations handbook; or even an addition to one of the manuals.,
1512485,manuals,I am writing to express a concern over the recent pilot bulletin to address the Smoke Fire or Fumes Checklist that was recently modified in the fleet; which contains numerous errors. First of all; it is hard to comprehend that the fleet could send something out that is fraught with errors and that they weren't caught prior to publication. Does anyone do any quality control there? Secondly; the remedy is insufficient and the timing to fix it long term is equally inept and untimely. The bulletin says in a month; is when crews can expect an updated QRH. Coupled with the unstable platforms of the Electronic Flight Bag (EFB); and pilot mobile this is a hazard to flight safety. Lastly; the QRH replenishment program is deficient as in my aircraft we had two new ones and one old one. The flying First Officer (FO) side had an old one while the captain's side had a new QRH out of bag and another new one buried below enroute charts inside. During cruise on my last two segments; my FO and I were discussing the new procedure to use due to the checklist proofreading error. We both pulled out our QRH's to discuss and we had some problems doing it.1.The pilot mobile app locked up and did not show any bulletins as having been downloaded although they had been. So access to the 'new Mandatory checklist' was not accessible: It did show it in the title page but you couldn't read it. Not such a great fix if you have smoke in the cockpit.2.The Content locker of the EFB didn't have the bulletins available either for some reason in two of the three EFBs.3.There were three QRH's in use on the flight deck from the inbound flight; one from late last year and [two] from this year. The third QRH from this year was buried in the Captain's bag below the Jeppesen.The net result of all of this is we had no access to the correct New checklist for smoke in two of the three EFBs. Recent workarounds advising crews to download and reinstall content locker were ineffective to prevent this and old Flight Manuals were the only ones accessible in it.,
1517223,manuals,We experienced fuel transfer valve failure in flight. During the flight planning stages; I added 1000lbs of fuel for possible en-route turbulence and altitude flexibility. Thus; we were now planned to land with 7600lbs. If I remember correctly; ATC requested us to descend to either FL320 or FL300 early. Upon checking the fuel page when approaching the terminal area on downwind; I noticed the fuel transfer valves had not opened. I mentioned this to my First Officer (FO) and said let's re-check in a few minutes so they have a chance to open? We were now on an extended downwind; when we received a vector turning base leg. Upon rechecking the fuel page; it was still showing the valves closed. I clearly remember the left inboard tank was showing approximately 1500lbs and the right 1700lbs. We were down to approximately 6300lbs total fuel. The automatic valve transfer appeared to have failed - and without an associated ECAM. Therefore; we discussed the situation. Both of us felt they should have opened no later than 1700lbs. Therefore; we began reviewing viable options. Since we were on a 20 plus mile final and setting up for the approach per ATC; my mindset changed from thinking I had just over 6000lbs total usable fuel to potentially 2500-2800lbs. At 4000' and 20mi from the airport; it was not reasonable to message or phone maintenance. Both of us shared a safety concern and were uncomfortable about our apparent total usable fuel level (3000lbs current position). Over the years of being a Captain on this jet; I've never seen the transfer valves fail to open. Drawing on experience and system knowledge; I was aware of a maintenance MEL procedure which would force transfer valves open for known faults or other related issues. The MEL would direct flight crews during preflight to cycle Circuit Breaker (CB) A10-11 and M 23/24 in order to force them open. Since we were absent and ECAM; QRH or memory procedure for this situation; I suggested to the FO that we consider forcing those valves open using those CB's. These CB's only affected the transfer valve; not fuel pumps. This option seemed logical and safe option in light of the time constraints we had to rectify the situation. Moreover; I did not want to un-necessarily declare a fuel emergency if we could safely remedy the stuck valves. With the concurrence of the FO; I elected to re-cycle CB's A-10/11 and M23/24 to force those valves to open. The fuel transfer process did begin after the CB's were cycled. After landing we contacted both local and maintenance and explained that the transfer valves failed to open around the 1500lbs-1700lbs levels. Additionally; a maintenance write-up for the valves failing to automatically open and the CB cycle was entered into the ACARS. Maintenance control mentioned that sometimes the sensor in the tanks might not trigger if we were prominently in a level flight - i.e. extended downwind and not turning. Please note: Since safety is always paramount; the option of doing nothing and hoping for the best; did not appear to be the best course of action.,On arrival we were descending via the assigned STAR and were assigned by ATC to runway XY which has a bottom altitude of 6000 feet and airspeed of 210 KIAS. ATC was running unusually long finals (that evening for having VFR weather); I only state that because that distance added about 60 extra miles to our flight at very low altitude and airspeed which requires higher thrust levels and consumes more fuel. On our base turn in the Captain and I both noticed that there were only 2 green ECAM MSGs on the lower left side of the Upper ECAM (SEAT BELTS and NO SMOKING); but no OUTER TK FUEL XFRD MSG. We checked our ECAM Fuel Page and saw that there was approximately 1710 lbs. of Fuel in the Left Inner Wing Tank but only about 1520 lbs. of fuel in the Right Inner Wing Tank. The amount of fuel remaining in the Right Inner Wing Tank should have triggered the Transfer Valves to Open (we basically had 3000 lbs. of fuel in the Outer Wing Tanks that we could not access). The Captain (the Pilot Flying) and I (the Pilot Monitoring) both came to the same quick conclusion that we had enough fuel to make the airfield but if we had to go around we would have been in a bad fuel situation. At That Exact Moment in time; the Captain stated he wanted to exert his emergency authority and asked me if I would cycle the Fuel Transfer Circuit Breakers to open the Transfer Valves to which I also agreed was the best course of action given we both knew there was no QRH procedure to correct that situation. After cycling the breakers the Transfer Valves opened and the entire amount of fuel in both wings was now available.
1521194,manuals,I noticed a discrepancy between our manuals and the JeppFD Pro in our company iPads regarding the Special Procedures for inflight Contingencies in Oceanic Airspace-Atlantic. It appears that the JeppFD Pro Route-Pubs section still has the incorrect (pre 2017) procedures which states 'if prior clearance cannot be obtained; to leave the assigned route or track by initially turning at least 45 degrees to the right or to the left; in order to acquire a same or opposite direction track offset 15 NM (28 km) from the assigned track centerline...' Our International Operating Manual and the North Atlantic Operations and Airspace Manual v.2018-1 both have the updated correct procedure which is:'Before commencing any diversion across the flow of adjacent traffic or before initiating any turn-back (180deg); aircraft should; while subsequently maintaining a same direction 15 NM offset track; expedite climb above or descent below the vast majority of NAT traffic.'JeppFD Pro in our company iPads need to be updated to reflect the current and correct procedure to prevent the crews turning 180 degrees if the alternate airport is behind them.,
1521944,manuals,RNAV Visual Proc (GNSS) T Rwy 31R Charts altitudes do not match MCDU (Mulitpurpose Control Display Unit) altitudes. Charted altitude at TAITA is 10;200 ft mandatory and the MCDU is programmed at or above. Please fix. Since company policy is not to change RNAV speeds/Altitudes; we need some guidance.,
1530759,manuals,I was asked to sit left seat and do the steady state break-in runs and the transient break-in runs for the No. 1 Engine. Prior to doing the runs; my partner and I reviewed the procedures in the GE Line Maintenance Manual (LMM) 72-00-00. We were confident about doing the runs being it was our first time and not familiar with the procedures. After several hours of reviewing the GE manual for the runs; we felt confident to do the runs. As we were doing the runs we came across some issues with N2 settings and Interstage Turbine Temperature [ITT] readings that could not be accomplished and required skipping the procedures that the manual did not clearly address these issues. We decided to error on the side of caution and skip these steps but added the soak times to the next available step. There were other steps requiring reduction in power when an increase in power was required. We also came across a setting to go to called approach idle. We were unsure of this setting because in the initial set up it tells you to select it to the off position in the takeoff data set in the MCDU. After completing the runs we returned to the hangar and discussed these irregularities with other mechanics as to what they would have done. We all had different interpretations of the GE Manual. As we felt we did the runs correctly and to the best of what we had to go by; we cannot be certain that we did them properly to the GE Manual specs. I have been in touch with Powerplant Engineering. They have answered most questions confirming we did do proper runs on soak times and skipping procedures. They are researching into the flight idle issues and need to be in contact with GE. We felt compelled to fill this [report] out to bring to the attention of more clarification to these runs and possibly a job card to ease the time to research all the data needed prior to doing the runs.Unable to reach certain settings required by GE LMM. [Suggest] Job card with all reference charts and graphs with clarifying instruction to understand the task at hand. OJT,
1533889,manuals,This is to address the ongoing issue of proper incorporation of climb gradient considerations in [Performance and Weight and Balance Calculations] and our current checklist procedures. As a Check Airman; I have had this conversation many times over the last five years in the context of OPC (Optimum Performance Capability) or All Engine performance; and now with [Performance and Weight and Balance Calculations]. The vast majority of discussions I've had on the subject have revealed a significant lack of understanding on the part of our Pilot Group concerning the technical data and logic behind climb gradients.Over the last six weeks alone; I have worked with five Captain Upgrade Crews in the simulator and two senior FO's (First Officers) soon to upgrade. In every case; the Pilots DID NOT UNDERSTAND how to properly brief or apply climb gradients to their flights. They were unsure of how to check for proper [climb] restrictions in the FMC after loading [Performance and Weight and Balance Calculations] data. I believe this lack of understanding merits significant training effort in the form of Procedures-Training publication material. Further; I believe it is important to modify our checklist procedures during the Before Push and Departure Plan Checklists to verify correct [climb] settings have been set. I think we should modify the [Performance and Weight and Balance] display screens to match the checklist flow.,
1534093,manuals,Maintenance called with a found discrepancy of an Air-Ground wiring conduit guide broken on the Nose Gear. The guide bracket protects the Air-Ground Conduit during normal operation and during ground operation; especially during Nose Gear Steering.The 737 Maintenance Control Group determined that the Aircraft was not in a safe configuration for continued service with the broken bracket as is; especially with the amount of Safety of Flight Systems involved. They reached out to Engineering; to collectively come up with an acceptable repair to allow the aircraft to continue in service. The original response from Engineering was just to allow the aircraft to continue in service; WITHOUT addressing the broken bracket. It wasn't until the 737 Maintenance Control Desk refused to issue the [alert] (Due to the Safety of Flight issue) that Engineering relented and gave an Engineering Authorization (EA) to Repair the Conduit Guide. When the EA was received; there was a sentence in it stating that [the alert] was applicable and should have been used. Due to the fact this is an official document; that is unacceptable and against many policies (some of which I have attached).Engineering does not have the Authority; nor the knowledge; to determine acceptable MEL usage. Due to the fact an EA is an official document; and within it is a statement of MEL usage; that is in direct contradiction of FAR's and Company Policy. The only action Engineering has the Authority to do; concerning an MEL/CDL is to write an EA making adjustments to the (M) procedures - at Maintenance Control's request.,
1535826,manuals,I accomplished job card X; Inspect Main Lang Gear (MLG) Keel Beam Door Hinge & Actuator Fitting - NDT; on Aircraft X. On the left actuator fitting; I found the bushing migrated about a 1/8' on the forward lug. The bush had moved aft. On the right actuator fitting; I found that the bushing on the aft lug was missing. I commented to the mechanic assigned to the job that the bushing was gone and he told me that it was in the parts bag with the rest of the hardware. I verified that the bushing was in the parts bag.I completed the inspections required by the job card. QC Inspector assisted me with the NDT portion and he commented about the bushing being migrated on the left MLG actuator fitting. I do not remember if he commented about the bushing missing from the lug on the right MLG actuator fitting at that time however he did tell me the next day that he noted that the bushing was not in the lug of the fitting.  I created two non-routine work cards in with Discrepancy descriptions stating that the bushings had migrated. At this point I would like to point out that in the job card there is a note that states 'If damage has been noted to the (LH or RH) actuator fitting; including bushing migration; contact Engineering with details of any wear or damage findings to report to Airbus and obtain repair authorization before further flight.' This job card is also created and driven by [an] Airworthiness Directive.During my next routine shift; I found that the non-routines were signed off and tallied. The completion statement was 'Cleaned lug; found bushing installation OK for continued service.'I feel that this was not an adequate corrective action for the discrepancy that I noted and that basically nothing was done to correct the discrepancy or notify engineering as required by the job card.  I brought this to QC Supervisors attention; and he reopened both non-routines to have them worked. At the beginning of first shift; QC Supervisor; interviewed me and QC [a different] Inspector had bought back the non-routines. [The Inspector] stated that the machinist called him out to look at the bushings because he couldn't find anything wrong. [QC Inspector] stated that he did not see anything wrong. The bushings were installed and looked correct. [QC supervisor] acknowledged that there needed to be more investigation and at that time it was left to management to resolve.The next night I came in and found that both non-routines had again been signed off as OK for service. [QC Supervisor] also sent emails to QC Manager for higher level management resolution. I believe that undocumented maintenance was accomplished by someone reinstalling the bushings before the machine shop came out to look at the job. Normally when bushing migration is found on this inspection; the machinist will remove the bushing and measure the bore of the fitting. This information is then passed on to Engineering for them to use in creating a repair authorization.My immediate concern is that both the left and right MLG actuators on Aircraft X are not properly installed because the bushings were found to be migrated and then reinstalled improperly. They are to be an interference fit per the documentation. Also Engineering is to provide the repair authorization as stated in the job card; not arbitrarily reinstalled and not documented. I believe that the upper attach points for the MLG Door actuator for both left and right gear doors be disassembled; the bushings in question be removed and inspected including measuring the bores of the fittings. The findings should then be given to Engineering for review and a proper repair provided. Anything less cannot be considered as being in compliance with [the] AD. Going forward; policies or protocols should be in place to address issues concerning undocumented maintenance. I would like to see a policy that if an inspector is unsure of the findings and non-routines written by another inspector; that a work stop be placed on the non-routines in question and the matter investigated with the originator of the non-routine. I am giving this information as I believe the aircraft was released into service in an unairworthy condition.,
1536875,manuals,Our Boeing 777 return aircraft was dispatched with the right PRSOV (Pressure-Regulating Shutoff Valve) closed and locked. The entire right side bleed source was inoperative. This left us with the left engine bleed and the APU as the backup pneumatic source for pressurization. The MEL was over 2 pages long with multiple crew actions at different phases of flight. We weighed all the risks we could think of; called the [Operations Manager] and [Maintenance Control] and decided that we had enough redundancy and a plan to cross the open water to [destination]. Our thoughts were:1. One operating engine bleed2. 2 packs operating3. APU bleed for backup4. Fuel for APU operation for entire flight5. If the APU quit; we turn around.We fueled the aircraft for a loss of the other bleed and ran the APU the entire way. If the APU quit; we would turn back. After takeoff and level off at FL350; we both realized the seriousness of the situation. We are at FL350 and the APU will not start to pressurize until 22;000 ft. [Maintenance Control] couldn't answer question as to the procedure for losing the other bleed source. Our Flight Manual does not have any non-normal for bleed loss. When and how does the APU bleed open to give us air? How long does it take to descend from FL350 to FL220; which is APU operating range? The APU bleed has to open during landing to power the ADP's (Air-Driven Pump) to raise the gear during a G/A (Go Around). When and how does this happen? The MEL says to close both bleeds in the event of system failure. That's all we had to go on for landing. If the APU bleed fails to open; do we divert? We had more questions than answers. We both realized that we should have never taken the aircraft especially over open water. Even though this is MEL and ETOPS legal it wasn't the right thing to do. To summarize the concerns:1. No non-normal for losing both bleeds.2. How long does the cabin hold pressure with no bleed air?3. Can we descend in time before the cabin runs out of air?4. What happens if the APU bleed fails to open or the isolation valves fail to isolate the center for gear retraction on a G/A?5. What keys the APU to open the bleed on landing? The MEL says APU required to be used as air source for center system. How do we do this?There needs to be a rewrite for the loss of both bleeds and how to fly with one bleed inoperative. The questions that the MEL brought up and lack of information in the Flight Manual should be fixed so we have a better understanding as to the risk environment that crews will put themselves in with this type of deferral.,
1541186,manuals,Flew [this aircraft] for the first time. This airplane has PW4060 engines. During preflight; I discovered this airplane's max weights and EGTs were added to the [Flight Operations Manual]; but not engine thrust rating; rpm limits or oil temps; pressures or min oil for dispatch. I asked for someone from Flight Ops about the missing info. [The Flight Operations Manual] lists the engine thrust rating as 60;200 lbs; same as the basic GEs; and we agreed the airplane gauges would provide the limits for RPM and oil temps and pressures. We confirmed min oil for dispatch was 17; same as the others. Also asked if the engine start parameters listed simply as PW in the [Flight Operations Manual] applied equally to JT9Ds and the PW4060; and we confirmed they did. [Was told] to expect a [Flight Operations Manual] revision in about a month. Most captains who've flown the airplane are oblivious to the missing data; and [this aircraft] has become a 'tribal knowledge' airplane; with critical details being passed amount crews by word of mouth; if at all. These engines are excessively slow to start; with most FOs (First Officers) thinking they have a hung start on the first try. And yet; we have a threat analysis in the [Flight Operations Manual] about a tropical GE-powered 767; listing all the salient differences in a few pages. [That aircraft] isn't on line yet; [but this aircraft] has been flying for weeks. I'm sure the manual revision process can be hung up in bureaucracy; but why not a simple email to the pilots highlighting the key differences; missing info; and a heads up about slow-starting engines?,
1543365,manuals,I was given the assignment that was issued by Maintenance Control to verify if 2 specific buttons were installed on the Mode Control Panel (MCP). I checked the aircraft and they were not present. I called Maintenance Control back to give my findings but the Controller that asked for us to look at the MCP was not available. I left the information with the controller that I spoke to. At this time I started to research the Illustrated Parts Catalog (IPC) against what was installed on the aircraft. At this point; I realized that EA 2211-01037 OP1 had already been accomplished; and that the MCP installed on the aircraft was not the correct one. There was still ground time available; to R&R; with the correct MCP. I then ordered the correct MCP; and installed it; per the Aircraft Maintenance Manual (AMM). When the aircraft came back; on the following morning; Maintenance Control wanted the MCP changed; and stated that SCIMQC needed to be updated; and that according to an I/W note in the IPC; of the part installed; it was the incorrect part. I didn't ever look at SCIMQC; because the IPC is the superseding documentation to use. I then researched this note; and it stated that if the aircraft that said MCP is being installed on; is a Boeing 737 CATIIIB; it must be downgraded to 'NO LAND 3.' This note should not state that; because [the Company] has B737s; but they should not be classified as CATIIIB; because to have that classification; the aircraft must have 3 RA and 3 ILS; and all of their B737s; in service; currently have only 2 of each; classifying them as CATIIIA. At this point; the aircraft had already been downgraded to 'NO AUTOLAND;' so I went out and performed a land verification test on it; and upgraded it to 'FULL AUTOLAND' CAT status; whilst my supervisor was calling and talking with Maintenance Control; to tell them of what was transpiring. When I signed it off I referenced the AMM and [the Company's] own CAT AWARENESS CBT which states that for an aircraft to be classified as CATIIIA it must have at least 2 RA and 2 ILS and for an aircraft to be classified as CATIIIB; it must have 3 RA and 3 ILS. Maintenance Control agreed and was to contact Engineering to have this updated in the IPC. From all of my documentation I believe that the aircraft is flying around correctly with full autoland capabilities; but I realized that I didn't document anything about the incident with the IPC I/W note.,
1543928,manuals,We were being vectored for an ILS approach and deviating for thunderstorms in the area. Just prior to being cleared for the approach; the pilot flying Jeppesen application froze and stopped responding. He could not use the app at all and had to restart the app. The app finally restarted and was usable after being cleared for the approach and already established on the localizer. I believe the cause of this event was an ineffective EFB (Electronic Flight Bag). The Jeppesen app freezes and crashes far too often and creates an increased workload and distraction during critical phases of flight. Suggestions for avoiding recurrences of this event are to change EFB hardware.,
